show_id,show_title,publisher,tags,language,explicit,avg_len_min,freq,episode_id,ep_title,ep_desc,ep_duration_min,soft_start,publish_ts,popularity_score
s1,Midnight Cases,Night Owl Media,"true-crime,crime,storytelling,tense",en,0,45,weekly,s1_e01,"Case File #1: Silent Evidence","Investigators revisit a cold case with new clues in episode 1.",47,0,2025-10-01T08:00:00+00:00,0.78
s1,Midnight Cases,Night Owl Media,"true-crime,crime,storytelling,tense",en,0,45,weekly,s1_e02,"Case File #2: Silent Evidence","Investigators revisit a cold case with new clues in episode 2.",39,0,2025-10-08T08:00:00+00:00,0.79
s1,Midnight Cases,Night Owl Media,"true-crime,crime,storytelling,tense",en,0,45,weekly,s1_e03,"Case File #3: Silent Evidence","Investigators revisit a cold case with new clues in episode 3.",53,0,2025-10-15T08:00:00+00:00,0.8
s1,Midnight Cases,Night Owl Media,"true-crime,crime,storytelling,tense",en,0,45,weekly,s1_e04,"Case File #4: Silent Evidence","Investigators revisit a cold case with new clues in episode 4.",32,0,2025-10-22T08:00:00+00:00,0.81
s1,Midnight Cases,Night Owl Media,"true-crime,crime,storytelling,tense",en,0,45,weekly,s1_e05,"Case File #5: Silent Evidence","Investigators revisit a cold case with new clues in episode 5.",39,0,2025-10-29T08:00:00+00:00,0.82
s1,Midnight Cases,Night Owl Media,"true-crime,crime,storytelling,tense",en,0,45,weekly,s1_e06,"Case File #6: Silent Evidence","Investigators revisit a cold case with new clues in episode 6.",44,0,2025-11-05T08:00:00+00:00,0.83
s1,Midnight Cases,Night Owl Media,"true-crime,crime,storytelling,tense",en,0,45,weekly,s1_e07,"Case File #7: Silent Evidence","Investigators revisit a cold case with new clues in episode 7.",46,0,2025-11-12T08:00:00+00:00,0.84
s1,Midnight Cases,Night Owl Media,"true-crime,crime,storytelling,tense",en,0,45,weekly,s1_e08,"Case File #8: Silent Evidence","Investigators revisit a cold case with new clues in episode 8.",39,0,2025-11-19T08:00:00+00:00,0.85
s1,Midnight Cases,Night Owl Media,"true-crime,crime,storytelling,tense",en,0,45,weekly,s1_e09,"Case File #9: Silent Evidence","Investigators revisit a cold case with new clues in episode 9.",48,0,2025-11-26T08:00:00+00:00,0.86
s1,Midnight Cases,Night Owl Media,"true-crime,crime,storytelling,tense",en,0,45,weekly,s1_e10,"Case File #10: Silent Evidence","Investigators revisit a cold case with new clues in episode 10.",43,0,2025-12-03T08:00:00+00:00,0.87
s2,Laugh Track Live,BrightSide Studio,"comedy,conversation,energetic,upbeat",en,1,50,weekly,s2_e01,"Live Crowd Stories #1","Comics share chaotic moments from gigs and everyday life, round 1.",53,0,2025-10-01T08:00:00+00:00,0.84
s2,Laugh Track Live,BrightSide Studio,"comedy,conversation,energetic,upbeat",en,1,50,weekly,s2_e02,"Live Crowd Stories #2","Comics share chaotic moments from gigs and everyday life, round 2.",57,0,2025-10-08T08:00:00+00:00,0.85
s2,Laugh Track Live,BrightSide Studio,"comedy,conversation,energetic,upbeat",en,1,50,weekly,s2_e03,"Live Crowd Stories #3","Comics share chaotic moments from gigs and everyday life, round 3.",56,0,2025-10-15T08:00:00+00:00,0.86
s2,Laugh Track Live,BrightSide Studio,"comedy,conversation,energetic,upbeat",en,1,50,weekly,s2_e04,"Live Crowd Stories #4","Comics share chaotic moments from gigs and everyday life, round 4.",50,0,2025-10-22T08:00:00+00:00,0.87
s2,Laugh Track Live,BrightSide Studio,"comedy,conversation,energetic,upbeat",en,1,50,weekly,s2_e05,"Live Crowd Stories #5","Comics share chaotic moments from gigs and everyday life, round 5.",48,0,2025-10-29T08:00:00+00:00,0.88
s2,Laugh Track Live,BrightSide Studio,"comedy,conversation,energetic,upbeat",en,1,50,weekly,s2_e06,"Live Crowd Stories #6","Comics share chaotic moments from gigs and everyday life, round 6.",45,0,2025-11-05T08:00:00+00:00,0.89
s2,Laugh Track Live,BrightSide Studio,"comedy,conversation,energetic,upbeat",en,1,50,weekly,s2_e07,"Live Crowd Stories #7","Comics share chaotic moments from gigs and everyday life, round 7.",54,0,2025-11-12T08:00:00+00:00,0.9
s2,Laugh Track Live,BrightSide Studio,"comedy,conversation,energetic,upbeat",en,1,50,weekly,s2_e08,"Live Crowd Stories #8","Comics share chaotic moments from gigs and everyday life, round 8.",45,0,2025-11-19T08:00:00+00:00,0.91
s2,Laugh Track Live,BrightSide Studio,"comedy,conversation,energetic,upbeat",en,1,50,weekly,s2_e09,"Live Crowd Stories #9","Comics share chaotic moments from gigs and everyday life, round 9.",49,0,2025-11-26T08:00:00+00:00,0.92
s2,Laugh Track Live,BrightSide Studio,"comedy,conversation,energetic,upbeat",en,1,50,weekly,s2_e10,"Live Crowd Stories #10","Comics share chaotic moments from gigs and everyday life, round 10.",46,0,2025-12-03T08:00:00+00:00,0.93
s3,Morning Business Brief,Capital Wave,"business,news,markets,background",en,0,25,daily,s3_e01,"Market Open Brief #1","Morning rundown of global markets and key business headlines, issue 1.",21,1,2025-10-01T08:00:00+00:00,0.74
s3,Morning Business Brief,Capital Wave,"business,news,markets,background",en,0,25,daily,s3_e02,"Market Open Brief #2","Morning rundown of global markets and key business headlines, issue 2.",26,0,2025-10-02T08:00:00+00:00,0.75
s3,Morning Business Brief,Capital Wave,"business,news,markets,background",en,0,25,daily,s3_e03,"Market Open Brief #3","Morning rundown of global markets and key business headlines, issue 3.",19,1,2025-10-03T08:00:00+00:00,0.76
s3,Morning Business Brief,Capital Wave,"business,news,markets,background",en,0,25,daily,s3_e04,"Market Open Brief #4","Morning rundown of global markets and key business headlines, issue 4.",22,1,2025-10-04T08:00:00+00:00,0.77
s3,Morning Business Brief,Capital Wave,"business,news,markets,background",en,0,25,daily,s3_e05,"Market Open Brief #5","Morning rundown of global markets and key business headlines, issue 5.",23,1,2025-10-05T08:00:00+00:00,0.78
s3,Morning Business Brief,Capital Wave,"business,news,markets,background",en,0,25,daily,s3_e06,"Market Open Brief #6","Morning rundown of global markets and key business headlines, issue 6.",31,0,2025-10-06T08:00:00+00:00,0.79
s3,Morning Business Brief,Capital Wave,"business,news,markets,background",en,0,25,daily,s3_e07,"Market Open Brief #7","Morning rundown of global markets and key business headlines, issue 7.",27,0,2025-10-07T08:00:00+00:00,0.8
s3,Morning Business Brief,Capital Wave,"business,news,markets,background",en,0,25,daily,s3_e08,"Market Open Brief #8","Morning rundown of global markets and key business headlines, issue 8.",30,0,2025-10-08T08:00:00+00:00,0.81
s3,Morning Business Brief,Capital Wave,"business,news,markets,background",en,0,25,daily,s3_e09,"Market Open Brief #9","Morning rundown of global markets and key business headlines, issue 9.",22,1,2025-10-09T08:00:00+00:00,0.82
s3,Morning Business Brief,Capital Wave,"business,news,markets,background",en,0,25,daily,s3_e10,"Market Open Brief #10","Morning rundown of global markets and key business headlines, issue 10.",20,1,2025-10-10T08:00:00+00:00,0.83
s4,Deep Tech Talks,FutureStack,"tech,ai,software,interview,deep",en,0,55,weekly,s4_e01,"Deep Dive into Systems #1","Engineers unpack modern infrastructure, scaling, and AI workloads in part 1.",60,0,2025-10-01T08:00:00+00:00,0.77
s4,Deep Tech Talks,FutureStack,"tech,ai,software,interview,deep",en,0,55,weekly,s4_e02,"Deep Dive into Systems #2","Engineers unpack modern infrastructure, scaling, and AI workloads in part 2.",55,0,2025-10-08T08:00:00+00:00,0.78
s4,Deep Tech Talks,FutureStack,"tech,ai,software,interview,deep",en,0,55,weekly,s4_e03,"Deep Dive into Systems #3","Engineers unpack modern infrastructure, scaling, and AI workloads in part 3.",63,0,2025-10-15T08:00:00+00:00,0.79
s4,Deep Tech Talks,FutureStack,"tech,ai,software,interview,deep",en,0,55,weekly,s4_e04,"Deep Dive into Systems #4","Engineers unpack modern infrastructure, scaling, and AI workloads in part 4.",52,0,2025-10-22T08:00:00+00:00,0.8
s4,Deep Tech Talks,FutureStack,"tech,ai,software,interview,deep",en,0,55,weekly,s4_e05,"Deep Dive into Systems #5","Engineers unpack modern infrastructure, scaling, and AI workloads in part 5.",59,0,2025-10-29T08:00:00+00:00,0.81
s4,Deep Tech Talks,FutureStack,"tech,ai,software,interview,deep",en,0,55,weekly,s4_e06,"Deep Dive into Systems #6","Engineers unpack modern infrastructure, scaling, and AI workloads in part 6.",55,0,2025-11-05T08:00:00+00:00,0.82
s4,Deep Tech Talks,FutureStack,"tech,ai,software,interview,deep",en,0,55,weekly,s4_e07,"Deep Dive into Systems #7","Engineers unpack modern infrastructure, scaling, and AI workloads in part 7.",62,0,2025-11-12T08:00:00+00:00,0.83
s4,Deep Tech Talks,FutureStack,"tech,ai,software,interview,deep",en,0,55,weekly,s4_e08,"Deep Dive into Systems #8","Engineers unpack modern infrastructure, scaling, and AI workloads in part 8.",50,0,2025-11-19T08:00:00+00:00,0.84
s4,Deep Tech Talks,FutureStack,"tech,ai,software,interview,deep",en,0,55,weekly,s4_e09,"Deep Dive into Systems #9","Engineers unpack modern infrastructure, scaling, and AI workloads in part 9.",58,0,2025-11-26T08:00:00+00:00,0.85
s4,Deep Tech Talks,FutureStack,"tech,ai,software,interview,deep",en,0,55,weekly,s4_e10,"Deep Dive into Systems #10","Engineers unpack modern infrastructure, scaling, and AI workloads in part 10.",61,0,2025-12-03T08:00:00+00:00,0.86
s5,Global News Snapshot,WorldWire,"news,daily-brief,commute,background",en,0,18,daily,s5_e01,"World Headlines Snapshot #1","A fast world news digest for your commute, edition 1.",16,1,2025-10-01T08:00:00+00:00,0.7
s5,Global News Snapshot,WorldWire,"news,daily-brief,commute,background",en,0,18,daily,s5_e02,"World Headlines Snapshot #2","A fast world news digest for your commute, edition 2.",19,1,2025-10-02T08:00:00+00:00,0.71
s5,Global News Snapshot,WorldWire,"news,daily-brief,commute,background",en,0,18,daily,s5_e03,"World Headlines Snapshot #3","A fast world news digest for your commute, edition 3.",18,1,2025-10-03T08:00:00+00:00,0.72
s5,Global News Snapshot,WorldWire,"news,daily-brief,commute,background",en,0,18,daily,s5_e04,"World Headlines Snapshot #4","A fast world news digest for your commute, edition 4.",20,1,2025-10-04T08:00:00+00:00,0.73
s5,Global News Snapshot,WorldWire,"news,daily-brief,commute,background",en,0,18,daily,s5_e05,"World Headlines Snapshot #5","A fast world news digest for your commute, edition 5.",22,0,2025-10-05T08:00:00+00:00,0.74
s5,Global News Snapshot,WorldWire,"news,daily-brief,commute,background",en,0,18,daily,s5_e06,"World Headlines Snapshot #6","A fast world news digest for your commute, edition 6.",17,1,2025-10-06T08:00:00+00:00,0.75
s5,Global News Snapshot,WorldWire,"news,daily-brief,commute,background",en,0,18,daily,s5_e07,"World Headlines Snapshot #7","A fast world news digest for your commute, edition 7.",18,1,2025-10-07T08:00:00+00:00,0.76
s5,Global News Snapshot,WorldWire,"news,daily-brief,commute,background",en,0,18,daily,s5_e08,"World Headlines Snapshot #8","A fast world news digest for your commute, edition 8.",21,0,2025-10-08T08:00:00+00:00,0.77
s5,Global News Snapshot,WorldWire,"news,daily-brief,commute,background",en,0,18,daily,s5_e09,"World Headlines Snapshot #9","A fast world news digest for your commute, edition 9.",16,1,2025-10-09T08:00:00+00:00,0.78
s5,Global News Snapshot,WorldWire,"news,daily-brief,commute,background",en,0,18,daily,s5_e10,"World Headlines Snapshot #10","A fast world news digest for your commute, edition 10.",19,1,2025-10-10T08:00:00+00:00,0.79
s6,Football Focus Weekly,Stadium FM,"sports,football,premier-league,analysis",en,0,50,weekly,s6_e01,"Weekend Football Preview #1","Tactical stories, key fixtures, and transfer talk for matchweek 1.",49,0,2025-10-01T08:00:00+00:00,0.76
s6,Football Focus Weekly,Stadium FM,"sports,football,premier-league,analysis",en,0,50,weekly,s6_e02,"Weekend Football Preview #2","Tactical stories, key fixtures, and transfer talk for matchweek 2.",56,0,2025-10-08T08:00:00+00:00,0.77
s6,Football Focus Weekly,Stadium FM,"sports,football,premier-league,analysis",en,0,50,weekly,s6_e03,"Weekend Football Preview #3","Tactical stories, key fixtures, and transfer talk for matchweek 3.",57,0,2025-10-15T08:00:00+00:00,0.78
s6,Football Focus Weekly,Stadium FM,"sports,football,premier-league,analysis",en,0,50,weekly,s6_e04,"Weekend Football Preview #4","Tactical stories, key fixtures, and transfer talk for matchweek 4.",55,0,2025-10-22T08:00:00+00:00,0.79
s6,Football Focus Weekly,Stadium FM,"sports,football,premier-league,analysis",en,0,50,weekly,s6_e05,"Weekend Football Preview #5","Tactical stories, key fixtures, and transfer talk for matchweek 5.",50,0,2025-10-29T08:00:00+00:00,0.8
s6,Football Focus Weekly,Stadium FM,"sports,football,premier-league,analysis",en,0,50,weekly,s6_e06,"Weekend Football Preview #6","Tactical stories, key fixtures, and transfer talk for matchweek 6.",53,0,2025-11-05T08:00:00+00:00,0.81
s6,Football Focus Weekly,Stadium FM,"sports,football,premier-league,analysis",en,0,50,weekly,s6_e07,"Weekend Football Preview #7","Tactical stories, key fixtures, and transfer talk for matchweek 7.",52,0,2025-11-12T08:00:00+00:00,0.82
s6,Football Focus Weekly,Stadium FM,"sports,football,premier-league,analysis",en,0,50,weekly,s6_e08,"Weekend Football Preview #8","Tactical stories, key fixtures, and transfer talk for matchweek 8.",61,0,2025-11-19T08:00:00+00:00,0.83
s6,Football Focus Weekly,Stadium FM,"sports,football,premier-league,analysis",en,0,50,weekly,s6_e09,"Weekend Football Preview #9","Tactical stories, key fixtures, and transfer talk for matchweek 9.",44,0,2025-11-26T08:00:00+00:00,0.84
s6,Football Focus Weekly,Stadium FM,"sports,football,premier-league,analysis",en,0,50,weekly,s6_e10,"Weekend Football Preview #10","Tactical stories, key fixtures, and transfer talk for matchweek 10.",58,0,2025-12-03T08:00:00+00:00,0.85
s7,Mindful Minutes,CalmPath,"self-help,mindfulness,calm,relax,background",en,0,22,weekly,s7_e01,"Guided Reset Session #1","A short mindfulness and breathing session to reset your focus, session 1.",17,1,2025-10-01T08:00:00+00:00,0.66
s7,Mindful Minutes,CalmPath,"self-help,mindfulness,calm,relax,background",en,0,22,weekly,s7_e02,"Guided Reset Session #2","A short mindfulness and breathing session to reset your focus, session 2.",25,1,2025-10-08T08:00:00+00:00,0.67
s7,Mindful Minutes,CalmPath,"self-help,mindfulness,calm,relax,background",en,0,22,weekly,s7_e03,"Guided Reset Session #3","A short mindfulness and breathing session to reset your focus, session 3.",18,1,2025-10-15T08:00:00+00:00,0.68
s7,Mindful Minutes,CalmPath,"self-help,mindfulness,calm,relax,background",en,0,22,weekly,s7_e04,"Guided Reset Session #4","A short mindfulness and breathing session to reset your focus, session 4.",23,1,2025-10-22T08:00:00+00:00,0.69
s7,Mindful Minutes,CalmPath,"self-help,mindfulness,calm,relax,background",en,0,22,weekly,s7_e05,"Guided Reset Session #5","A short mindfulness and breathing session to reset your focus, session 5.",29,0,2025-10-29T08:00:00+00:00,0.7
s7,Mindful Minutes,CalmPath,"self-help,mindfulness,calm,relax,background",en,0,22,weekly,s7_e06,"Guided Reset Session #6","A short mindfulness and breathing session to reset your focus, session 6.",19,1,2025-11-05T08:00:00+00:00,0.71
s7,Mindful Minutes,CalmPath,"self-help,mindfulness,calm,relax,background",en,0,22,weekly,s7_e07,"Guided Reset Session #7","A short mindfulness and breathing session to reset your focus, session 7.",21,1,2025-11-12T08:00:00+00:00,0.72
s7,Mindful Minutes,CalmPath,"self-help,mindfulness,calm,relax,background",en,0,22,weekly,s7_e08,"Guided Reset Session #8","A short mindfulness and breathing session to reset your focus, session 8.",28,0,2025-11-19T08:00:00+00:00,0.73
s7,Mindful Minutes,CalmPath,"self-help,mindfulness,calm,relax,background",en,0,22,weekly,s7_e09,"Guided Reset Session #9","A short mindfulness and breathing session to reset your focus, session 9.",24,1,2025-11-26T08:00:00+00:00,0.74
s7,Mindful Minutes,CalmPath,"self-help,mindfulness,calm,relax,background",en,0,22,weekly,s7_e10,"Guided Reset Session #10","A short mindfulness and breathing session to reset your focus, session 10.",20,1,2025-12-03T08:00:00+00:00,0.75
s8,History Unfolded,Past & Present,"history,storytelling,narrative,deep",en,0,40,weekly,s8_e01,"Chapter #1: Turning Points","A historical turning point retold through narrative storytelling, chapter 1.",38,0,2025-10-01T08:00:00+00:00,0.65
s8,History Unfolded,Past & Present,"history,storytelling,narrative,deep",en,0,40,weekly,s8_e02,"Chapter #2: Turning Points","A historical turning point retold through narrative storytelling, chapter 2.",43,0,2025-10-08T08:00:00+00:00,0.66
s8,History Unfolded,Past & Present,"history,storytelling,narrative,deep",en,0,40,weekly,s8_e03,"Chapter #3: Turning Points","A historical turning point retold through narrative storytelling, chapter 3.",46,0,2025-10-15T08:00:00+00:00,0.67
s8,History Unfolded,Past & Present,"history,storytelling,narrative,deep",en,0,40,weekly,s8_e04,"Chapter #4: Turning Points","A historical turning point retold through narrative storytelling, chapter 4.",42,0,2025-10-22T08:00:00+00:00,0.68
s8,History Unfolded,Past & Present,"history,storytelling,narrative,deep",en,0,40,weekly,s8_e05,"Chapter #5: Turning Points","A historical turning point retold through narrative storytelling, chapter 5.",39,0,2025-10-29T08:00:00+00:00,0.69
s8,History Unfolded,Past & Present,"history,storytelling,narrative,deep",en,0,40,weekly,s8_e06,"Chapter #6: Turning Points","A historical turning point retold through narrative storytelling, chapter 6.",47,0,2025-11-05T08:00:00+00:00,0.7
s8,History Unfolded,Past & Present,"history,storytelling,narrative,deep",en,0,40,weekly,s8_e07,"Chapter #7: Turning Points","A historical turning point retold through narrative storytelling, chapter 7.",41,0,2025-11-12T08:00:00+00:00,0.71
s8,History Unfolded,Past & Present,"history,storytelling,narrative,deep",en,0,40,weekly,s8_e08,"Chapter #8: Turning Points","A historical turning point retold through narrative storytelling, chapter 8.",44,0,2025-11-19T08:00:00+00:00,0.72
s8,History Unfolded,Past & Present,"history,storytelling,narrative,deep",en,0,40,weekly,s8_e09,"Chapter #9: Turning Points","A historical turning point retold through narrative storytelling, chapter 9.",38,0,2025-11-26T08:00:00+00:00,0.73
s8,History Unfolded,Past & Present,"history,storytelling,narrative,deep",en,0,40,weekly,s8_e10,"Chapter #10: Turning Points","A historical turning point retold through narrative storytelling, chapter 10.",45,0,2025-12-03T08:00:00+00:00,0.74
s9,Noticias Diarias,Voz Latina,"news,actualidad,commute,daily-brief",es,0,18,daily,s9_e01,"Títulares de la Mañana #1","Resumen de noticias clave para comenzar el día, edición 1.",16,0,2025-10-01T08:00:00+00:00,0.56
s9,Noticias Diarias,Voz Latina,"news,actualidad,commute,daily-brief",es,0,18,daily,s9_e02,"Títulares de la Mañana #2","Resumen de noticias clave para comenzar el día, edición 2.",18,0,2025-10-02T08:00:00+00:00,0.57
s9,Noticias Diarias,Voz Latina,"news,actualidad,commute,daily-brief",es,0,18,daily,s9_e03,"Títulares de la Mañana #3","Resumen de noticias clave para comenzar el día, edición 3.",20,0,2025-10-03T08:00:00+00:00,0.58
s9,Noticias Diarias,Voz Latina,"news,actualidad,commute,daily-brief",es,0,18,daily,s9_e04,"Títulares de la Mañana #4","Resumen de noticias clave para comenzar el día, edición 4.",17,0,2025-10-04T08:00:00+00:00,0.59
s9,Noticias Diarias,Voz Latina,"news,actualidad,commute,daily-brief",es,0,18,daily,s9_e05,"Títulares de la Mañana #5","Resumen de noticias clave para comenzar el día, edición 5.",19,0,2025-10-05T08:00:00+00:00,0.6
s9,Noticias Diarias,Voz Latina,"news,actualidad,commute,daily-brief",es,0,18,daily,s9_e06,"Títulares de la Mañana #6","Resumen de noticias clave para comenzar el día, edición 6.",21,0,2025-10-06T08:00:00+00:00,0.61
s9,Noticias Diarias,Voz Latina,"news,actualidad,commute,daily-brief",es,0,18,daily,s9_e07,"Títulares de la Mañana #7","Resumen de noticias clave для comenzar el día, edición 7.",18,0,2025-10-07T08:00:00+00:00,0.62
s9,Noticias Diarias,Voz Latina,"news,actualidad,commute,daily-brief",es,0,18,daily,s9_e08,"Títulares de la Mañana #8","Resumen de noticias clave para comenzar el día, edición 8.",20,0,2025-10-08T08:00:00+00:00,0.63
s9,Noticias Diarias,Voz Latina,"news,actualidad,commute,daily-brief",es,0,18,daily,s9_e09,"Títulares de la Mañana #9","Resumen de noticias clave para comenzar el día, edición 9.",22,0,2025-10-09T08:00:00+00:00,0.64
s9,Noticias Diarias,Voz Latina,"news,actualidad,commute,daily-brief",es,0,18,daily,s9_e10,"Títulares de la Mañana #10","Resumen de noticias clave para comenzar el día, edición 10.",17,0,2025-10-10T08:00:00+00:00,0.65
s10,Технологии по-русски,Северный Код,"tech,ru,software,ai,interview",ru,0,35,weekly,s10_e01,"Выпуск #1: Новости ИТ","Обсуждаем ключевые события в мире российских и мировых технологий, выпуск 1.",33,0,2025-10-01T08:00:00+00:00,0.51
s10,Технологии по-русски,Северный Код,"tech,ru,software,ai,interview",ru,0,35,weekly,s10_e02,"Выпуск #2: Новости ИТ","Обсуждаем ключевые события в мире российских и мировых технологий, выпуск 2.",38,0,2025-10-08T08:00:00+00:00,0.52
s10,Технологии по-русски,Северный Код,"tech,ru,software,ai,interview",ru,0,35,weekly,s10_e03,"Выпуск #3: Новости ИТ","Обсуждаем ключевые события в мире российских и мировых технологий, выпуск 3.",41,0,2025-10-15T08:00:00+00:00,0.53
s10,Технологии по-русски,Северный Код,"tech,ru,software,ai,interview",ru,0,35,weekly,s10_e04,"Выпуск #4: Новости ИТ","Обсуждаем ключевые события в мире российских и мировых технологий, выпуск 4.",36,0,2025-10-22T08:00:00+00:00,0.54
s10,Технологии по-русски,Северный Код,"tech,ru,software,ai,interview",ru,0,35,weekly,s10_e05,"Выпуск #5: Новости ИТ","Обсуждаем ключевые события в мире российских и мировых технологий, выпуск 5.",32,0,2025-10-29T08:00:00+00:00,0.55
s10,Технологии по-русски,Северный Код,"tech,ru,software,ai,interview",ru,0,35,weekly,s10_e06,"Выпуск #6: Новости ИТ","Обсуждаем ключевые события в мире российских и мировых технологий, выпуск 6.",34,0,2025-11-05T08:00:00+00:00,0.56
s10,Технологии по-русски,Северный Код,"tech,ru,software,ai,interview",ru,0,35,weekly,s10_e07,"Выпуск #7: Новости ИТ","Обсуждаем ключевые события в мире российских и мировых технологий, выпуск 7.",29,0,2025-11-12T08:00:00+00:00,0.57
s10,Технологии по-русски,Северный Код,"tech,ru,software,ai,interview",ru,0,35,weekly,s10_e08,"Выпуск #8: Новости ИТ","Обсуждаем ключевые события в мире российских и мировых технологий, выпуск 8.",28,0,2025-11-19T08:00:00+00:00,0.58
s10,Технологии по-русски,Северный Код,"tech,ru,software,ai,interview",ru,0,35,weekly,s10_e09,"Выпуск #9: Новости ИТ","Обсуждаем ключевые события в мире российских и мировых технологий, выпуск 9.",19,0,2025-11-26T08:00:00+00:00,0.59
s10,Технологии по-русски,Северный Код,"tech,ru,software,ai,interview",ru,0,35,weekly,s10_e10,"Выпуск #10: Новости ИТ","Обсуждаем ключевые события в мире российских и мировых технологий, выпуск 10.",30,0,2025-12-03T08:00:00+00:00,0.6
